	WT_F1	WT_F2	WT_M3	WT_M4	rd10_F4	rd10_F3	rd10_F2	rd10_F1	rd10_M8	rd10_M6	rd10_M7	rd10_M5
9230112D13Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230112E08Rik	442	537	398	541	536	432	444	472	540	509	385	465
9230112J17Rik	42	55	31	49	49	52	28	44	52	55	30	50
9230114J08Rik	0	0	0	0	0	0	0	0	0	0	0	0
9230114K14Rik	202	246	156	226	186	133	161	203	220	169	149	173
9230116L04Rik	3	11	1	4	3	0	1	5	4	8	0	2
9230116N13Rik	36	54	39	49	47	37	27	46	35	43	27	59
9230117E06Rik	0	0	0	0	1	1	0	2	1	0	0	2
9330020H09Rik	37	67	29	35	20	26	21	31	27	31	19	31
9330102E08Rik	325	407	390	456	540	442	450	443	661	514	411	587
9330104G04Rik	80	99	125	127	175	126	117	160	171	140	114	195
9330111N05Rik	26	40	29	28	34	51	36	38	51	32	26	33
9330117O12Rik	5	9	11	19	11	15	11	12	15	13	12	24
9330118I20Rik	32	27	29	27	22	33	37	49	32	43	29	41
9330121J05Rik	11	15	11	22	9	10	9	15	4	4	11	9
9330121K16Rik	19	23	26	29	35	47	52	44	39	25	35	54
9330136K24Rik	24	35	35	39	53	50	49	34	68	47	29	49
9330151L19Rik	485	597	475	668	467	404	410	441	513	494	429	522
9330154J02Rik	31	42	30	33	49	48	35	38	47	53	27	51
9330154K18Rik	1	1	1	1	1	4	1	3	4	1	2	2
9330158H04Rik	29	34	30	28	57	54	49	61	69	46	34	59
9330159F19Rik	614	703	566	704	1293	1001	1150	1248	1535	1367	987	1284
9330159M07Rik	95	108	105	156	217	233	256	200	182	254	184	262
9330159N22Rik	0	0	0	0	0	0	0	1	1	0	0	0
9330160F10Rik	77	96	98	115	56	56	60	66	40	62	55	54
9330161L09Rik	21	24	10	19	19	18	20	21	29	29	18	28
9330162012Rik	54	65	74	78	115	76	82	75	130	107	90	108
9330162B11Rik	2	2	1	2	7	4	0	3	7	10	5	10
9330162G02Rik	275	367	251	339	375	387	341	330	392	445	268	364
9330171B17Rik	4	7	3	7	7	12	12	11	11	12	10	19
9330175E14Rik	2	3	4	4	16	19	10	44	19	27	13	18
9330175M20Rik	0	1	1	4	1	0	2	0	1	3	1	0
9330178D15Rik	1	0	0	0	0	0	0	0	0	0	0	0
9330179D12Rik	1	4	4	3	5	2	4	2	8	4	3	8
9330182L06Rik	725	765	688	901	1334	975	1170	1313	1564	1338	1036	1475
9330182O14Rik	1	0	0	0	0	0	0	0	1	0	0	2
9330185C12Rik	3	3	4	2	1	3	3	3	10	8	2	9
9330188P03Rik	17	34	21	55	85	90	88	413	119	132	107	97
9330198I05Rik	7	16	4	7	17	9	11	17	19	17	11	10
9330198N18Rik	1	2	1	2	5	3	8	1	1	2	3	8
9330199G10Rik	0	0	0	0	5	0	0	0	1	1	1	2
9430002A10Rik	7	11	8	10	8	5	12	11	12	21	6	16
9430007M09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430014N10Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430015G10Rik	550	781	581	664	671	580	554	590	628	618	554	519
9430018G01Rik	2	2	5	0	6	6	4	4	5	6	5	6
9430021M05Rik	28	42	30	22	41	29	31	35	40	37	42	53
9430024E24Rik	1	1	0	0	0	2	2	0	1	1	1	1
9430025C20Rik	17	19	17	20	21	24	12	18	38	31	12	20
9430031K09Rik	5	3	4	1	2	5	2	5	1	1	6	2
9430034N14Rik	19	32	39	41	36	28	16	21	17	42	21	19
9430037G07Rik	182	212	143	265	132	227	218	165	174	253	212	157
9430037O13Rik	0	0	1	0	0	0	0	0	0	0	0	0
9430038I01Rik	33	41	45	55	42	26	29	48	39	36	36	42
9430041J12Rik	156	196	142	211	274	189	193	237	271	264	243	252
9430053O09Rik	2	1	1	3	1	0	0	5	0	1	0	2
9430060I03Rik	36	34	28	36	24	11	20	20	17	10	14	15
9430062P05Rik	9	12	3	6	10	16	13	5	29	23	12	18
9430064I24Rik	6	11	2	13	12	11	5	6	17	13	14	11
9430065F17Rik	25	44	20	29	38	27	26	23	23	35	24	34
9430068D22Rik	0	0	0	0	0	3	0	0	0	0	0	0
9430069I07Rik	0	1	0	0	0	0	0	0	0	0	0	0
9430073C21Rik	0	0	0	0	0	0	0	3	3	0	0	0
9430078K24Rik	0	0	1	0	1	0	0	1	1	1	5	5
9430081H08Rik	55	52	52	77	36	44	36	50	41	30	27	40
9430083B18Rik	3	2	2	4	2	2	0	3	3	3	6	3
9430085M18Rik	6	4	2	10	7	5	8	12	5	9	8	14
9430087B13Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430087J23Rik	0	1	0	0	1	0	0	0	3	0	1	2
9430091E24Rik	120	131	120	146	115	98	73	98	110	124	93	117
9430092D12Rik	1	0	0	0	1	3	3	2	2	1	3	1
9430093N23Rik	0	0	0	0	0	0	0	0	0	0	0	0
9430097D07Rik	2	0	2	3	6	8	2	13	5	2	2	6
9430099M06Rik	0	1	1	0	1	0	0	0	0	0	0	0
9530002B09Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530003J23Rik	1	0	1	1	0	0	0	0	1	1	0	1
9530003O04Rik	3	3	0	1	5	0	0	1	2	3	2	0
9530013L04Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530014B07Rik	0	0	0	2	0	0	0	0	2	1	0	0
9530018F02Rik	5	7	5	3	10	9	4	14	12	10	4	13
9530018H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
9530020I12Rik	0	0	1	0	0	0	0	0	0	0	1	0
9530022L04Rik	1	2	1	3	3	2	3	3	2	0	1	3
9530026F06Rik	0	0	0	0	0	0	0	1	0	0	1	0
9530026P05Rik	40	24	57	60	76	59	50	53	97	86	64	88
9530034A14Rik	0	0	0	1	0	0	0	1	0	0	0	0
9530034E10Rik	1	1	0	0	4	7	2	5	6	6	2	5
9530036M11Rik	0	2	2	0	0	0	1	0	2	1	2	2
9530036O11Rik	14	9	12	10	19	9	14	13	20	25	17	20
9530046B11Rik	11	12	12	9	11	8	5	6	11	12	13	9
9530050K03Rik	0	0	0	0	0	0	0	0	0	2	0	0
9530051G07Rik	59	79	66	99	69	46	57	52	88	62	50	84
9530052C20Rik	5	10	13	6	7	5	14	3	11	7	4	13
9530052E02Rik	10	10	2	4	23	12	9	9	11	13	6	25
9530053A07Rik	2	12	12	4	11	13	5	15	12	18	12	9
9530056E24Rik	7	7	4	4	7	10	2	4	4	7	7	8
9530056K15Rik	3	12	6	4	5	7	6	7	6	8	4	7
9530059O14Rik	3	3	2	1	2	3	3	2	4	6	0	9
9530062K07Rik	34	42	37	42	21	21	23	18	17	21	26	39
9530068E07Rik	2593	2646	3274	3178	3938	2833	3479	3607	4294	3784	3260	4151
9530077C05Rik	280	333	246	303	255	197	226	231	250	226	197	220
9530078K11Rik	0	1	0	3	1	0	1	0	3	0	0	0
9530080O11Rik	17	23	13	25	18	18	10	21	22	22	17	21
9530082P21Rik	212	250	204	243	113	106	125	140	137	131	119	174
9530085L11Rik	484	591	417	608	277	300	227	297	265	317	299	256
9530085P06Rik	0	0	0	0	1	0	0	0	0	0	0	0
9530086O07Rik	0	0	0	0	0	0	0	2	1	0	0	0
9530086P17Rik	0	0	1	5	0	0	1	0	0	0	0	1
9530097N15Rik	1	1	0	0	1	1	2	1	0	2	0	0
9630001P10Rik	85	108	81	129	135	111	108	78	151	161	113	149
9630002D21Rik	2	2	1	5	7	4	4	5	4	3	8	6
9630009A06Rik	0	2	0	1	0	2	4	1	0	6	1	1
9630010A21Rik	31	38	23	41	25	41	17	17	15	32	20	22
9630013A20Rik	1	1	0	0	3	0	0	0	0	1	3	1
9630013D21Rik	1	0	1	2	2	3	3	3	5	4	1	2
9630013K17Rik	14	21	9	18	19	18	12	7	18	20	10	16
9630014M24Rik	12	14	12	10	22	15	30	20	25	18	15	29
9630015K15Rik	2	13	3	3	5	3	7	6	7	4	6	12
9630028B13Rik	55	61	63	88	107	71	103	70	128	115	73	118
9630028H03Rik	1	2	1	0	10	0	8	4	1	2	2	5
9630028I04Rik	5	1	8	3	14	10	9	9	16	12	11	19
9630041A04Rik	2	4	0	5	3	0	0	1	1	3	3	3
9630050E16Rik	3	10	2	1	5	5	5	8	5	2	0	6
9830004L10Rik	0	0	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	0	0	0	0	0	0	0	0	0	0	0	0
9830132P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
9830144P21Rik	57	99	51	100	101	74	64	81	84	118	75	92
9830166K06Rik	1	0	3	2	0	2	3	5	4	8	4	2
9930004E17Rik	0	0	0	0	0	0	0	0	0	0	0	0
9930012K11Rik	19	33	26	42	57	43	53	72	53	53	33	40
9930014A18Rik	45	61	58	63	92	60	80	84	96	70	54	142
9930017N22Rik	85	149	75	153	70	73	75	69	62	102	59	60
9930021J03Rik	2554	3164	2596	3239	3051	2535	2809	3141	3795	3592	2647	3666
9930022D16Rik	0	0	0	0	0	0	1	2	0	0	0	0
9930024M15Rik	16	14	17	10	11	18	4	9	7	15	12	8
9930038B18Rik	2	1	0	4	5	2	0	2	0	2	2	1
9930104L06Rik	802	996	732	929	864	724	786	806	958	775	712	822
9930111H07Rik	0	0	0	0	0	0	0	0	0	1	0	0
9930111J21Rik1	1	4	6	3	11	14	7	4	9	5	8	18
9930111J21Rik2	25	19	27	12	64	42	32	52	65	48	36	50
9930120I10Rik	56	76	33	56	15	22	18	13	21	17	25	17
A030001D20Rik	97	108	122	143	166	147	141	168	189	170	148	169
A030003K21Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030005L19Rik	7	13	7	15	15	12	8	13	5	16	11	12
A030012G06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A030014E15Rik	2	0	2	1	0	1	0	1	2	0	0	3
A130006I12Rik	23	10	14	19	5	12	9	20	8	8	12	11
A130010J15Rik	282	377	321	440	166	190	223	198	197	201	243	205
A130012E19Rik	3	5	10	3	5	1	0	3	2	3	3	2
A130014A01Rik	350	391	331	451	223	219	226	264	237	271	269	280
A130023I24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130030D18Rik	0	0	0	0	0	0	0	0	0	0	0	0
A130048G24Rik	0	0	0	0	1	1	0	0	0	1	0	0
A130050O07Rik	2	6	1	1	10	1	2	5	1	4	2	2
A130051J06Rik	2	2	2	1	4	2	1	5	5	7	3	4
A130071D04Rik	0	1	1	1	1	1	0	0	2	0	0	0
A130077B15Rik	33	32	31	49	36	64	46	35	28	42	53	35
A1bg	29	43	26	22	33	37	35	43	42	61	32	31
A1cf	2	2	2	2	2	2	1	2	6	1	3	1
A230001M10Rik	0	1	0	1	0	1	0	2	0	2	2	0
A230004M16Rik	16	23	22	32	37	29	23	32	36	36	23	42
A230005M16Rik	4	11	8	8	9	4	8	4	7	11	6	17
A230006K03Rik	18	32	6	21	36	25	18	35	26	37	21	34
A230009B12Rik	3	4	1	5	1	2	3	3	0	4	2	4
A230020J21Rik	24	27	31	30	42	30	25	32	31	23	24	30
A230028O05Rik	9	3	2	1	11	8	2	2	12	9	4	4
A230051N06Rik	49	46	44	67	32	30	40	54	39	37	30	50
A230052G05Rik	17	15	16	8	8	14	14	5	15	12	14	8
A230056P14Rik	201	230	241	236	317	206	281	247	354	296	242	310
A230057D06Rik	651	993	582	907	1663	1735	1145	1286	1775	1909	1105	1516
A230059L01Rik	7	0	4	3	2	1	1	3	2	5	7	4
A230060F14Rik	8	7	8	14	2	8	3	10	15	9	11	11
A230065N10Rik	2	5	3	2	4	6	0	1	1	6	5	7
A230072C01Rik	198	220	212	273	274	227	272	251	294	269	206	252
A230072E10Rik	12	10	11	18	15	12	10	12	15	21	16	26
A230072I06Rik	0	0	1	0	0	1	0	0	0	0	0	1
A230077H06Rik	339	400	383	487	754	648	602	716	866	790	574	775
A230081H15Rik	0	0	1	0	0	0	1	0	0	0	0	0
A230083G16Rik	47	63	49	43	65	58	65	64	70	68	47	48
A230083N12Rik	45	62	16	54	17	13	24	13	7	18	28	16
A230085B16Rik	0	0	1	1	0	3	0	1	4	2	2	1
A230087F16Rik	7	16	10	13	24	14	12	14	18	13	9	15
A230098N10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A230103J11Rik	57	88	65	84	65	53	53	63	82	76	55	61
A230103L15Rik	21	38	24	41	48	62	37	32	60	28	35	40
A230103O09Rik	1	0	2	3	4	3	3	1	1	3	3	1
A230107N01Rik	46	100	60	93	67	59	40	59	78	54	52	47
A230108P19Rik	4	3	4	10	4	5	5	1	4	2	1	3
A26c2	0	0	0	1	0	0	0	0	0	0	0	0
A26c3	0	0	0	0	0	0	0	0	0	0	0	0
A2m	564	280	895	216	4224	3780	4173	7764	5515	5038	4468	3786
A2ml1	97	92	92	162	212	136	186	161	225	174	147	212
A330008L17Rik	90	127	69	153	200	175	199	181	277	196	186	213
A330009N23Rik	9	6	8	2	7	5	9	10	12	9	10	16
A330015K06Rik	3	13	4	9	12	14	9	13	12	9	9	7
A330023F24Rik	2222	3327	1836	2938	3172	3501	2398	2564	3416	3436	2412	2364
A330032B11Rik	10	12	12	22	22	18	14	13	28	19	8	23
A330033J07Rik	13	12	10	16	22	11	20	9	23	11	11	16
A330035P11Rik	62	67	67	82	62	70	75	54	68	73	58	90
A330040F15Rik	34	34	72	42	57	43	45	70	85	74	55	95
A330041J22Rik	33	40	27	44	2	13	16	17	17	17	19	21
A330043C09Rik	0	0	0	0	0	0	0	0	0	1	0	0
A330044P14Rik	0	0	0	0	1	0	0	0	0	0	0	0
A330048O09Rik	2	5	7	7	8	7	1	10	8	7	7	10
A330049N07Rik	13	17	11	19	27	27	20	34	30	14	20	25
A330058E17Rik	0	0	0	0	1	0	0	3	3	1	0	4
A330069K06Rik	0	0	0	0	1	0	0	1	0	0	0	0
A330070K13Rik	0	0	0	2	2	0	0	2	2	1	1	0
A330072L02Rik	0	0	1	0	0	0	0	0	0	0	0	0
A330074H02Rik	2	6	0	10	3	3	3	3	7	2	8	9
A330074K22Rik	1436	1551	1462	1739	1084	906	1115	1206	1123	1182	1139	1384
A330076C08Rik	0	3	2	3	1	1	0	1	1	0	0	1
A330076H08Rik	340	434	284	428	774	775	521	601	772	845	519	650
A330084C13Rik	44	57	66	73	90	42	78	70	74	71	67	90
A330087D11Rik	0	0	0	0	0	0	0	0	0	0	0	0
A330093E20Rik	4	6	4	6	7	8	9	7	3	15	3	11
A330094K24Rik	27	53	51	54	13	15	16	11	8	13	11	16
A330102I10Rik	116	130	92	140	238	176	196	166	220	221	160	215
A3galt2	144	201	131	192	203	157	158	178	162	186	170	94
A430005L14Rik	594	549	557	615	572	450	496	516	610	552	451	637
A430010J10Rik	39	41	28	52	30	36	21	29	43	30	19	37
A430018G15Rik	3	6	2	3	4	0	6	0	2	2	4	2
A430019L02Rik	6	9	6	1	5	6	3	7	4	10	1	4
A430027C01Rik	11	20	20	29	11	18	21	9	18	25	13	29
A430027H14Rik	0	3	0	0	2	3	2	0	2	2	1	4
A430028G04Rik	1	0	1	1	1	3	1	2	1	4	1	0
A430033K04Rik	927	1069	905	1060	984	728	953	906	1232	1022	862	1067
A430034D21Rik	0	0	0	1	0	0	0	0	0	0	0	0
A430035B10Rik	968	1342	968	1493	301	342	383	342	364	354	345	384
A430048G15Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430050A11Rik	0	0	1	0	0	0	0	1	0	0	1	0
A430057M04Rik	12	12	6	16	13	15	12	13	15	12	8	17
A430060F13Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430072C10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430072P03Rik	0	0	0	0	0	0	0	0	0	1	0	0
A430073D23Rik	4	4	1	4	6	2	7	5	6	1	3	10
A430078I02Rik	16	11	10	7	3	5	4	10	8	10	9	5
A430088P11Rik	1	0	1	0	1	3	2	2	5	3	4	4
A430089I19Rik	0	0	0	0	0	0	0	0	0	0	0	0
A430090L17Rik	0	3	1	3	1	3	2	0	0	3	1	0
A430093F15Rik	6	5	3	6	10	6	5	4	6	9	7	8
A430103D13Rik	82	99	70	88	83	69	63	84	88	69	62	123
A430105J06Rik	193	229	153	262	87	104	81	89	70	82	91	87
A430108G06Rik	12	19	30	38	22	21	22	25	28	24	19	25
A430110C17Rik	2	7	3	8	4	6	5	1	11	10	7	4
A430110L20Rik	31	44	31	45	34	40	34	38	46	32	38	39
A4galt	31	28	50	31	82	51	58	69	68	38	54	36
A4gnt	0	0	0	0	0	0	0	0	0	0	0	0
A530001N23Rik	9	6	21	6	13	7	11	10	9	19	16	8
A530006G24Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530010F05Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530010L16Rik	0	3	0	0	0	0	1	3	0	1	0	0
A530013C23Rik	1	1	3	0	6	2	5	5	7	4	2	9
A530016L24Rik	0	2	2	2	3	2	1	5	2	5	3	2
A530017D24Rik	378	479	365	467	503	405	481	486	552	484	413	474
A530020G20Rik	0	0	0	1	0	0	0	1	1	1	0	1
A530021J07Rik	0	0	0	1	0	0	0	1	0	0	0	0
A530030E21Rik	1	0	0	0	0	1	1	0	0	2	3	1
A530032D15Rik	37	44	45	43	58	34	55	74	75	72	60	53
A530040E14Rik	0	1	0	0	3	2	1	4	2	2	0	0
A530041M06Rik	33	46	28	57	17	27	17	26	25	28	14	25
A530046M15Rik	0	0	0	0	1	0	0	0	1	0	0	1
A530053G22Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530053M12Rik	0	0	3	0	0	0	2	0	0	0	0	0
A530058N18Rik	1540	2012	1508	2226	1262	1088	1242	1187	1327	1475	1158	1317
A530058O07Rik	0	0	0	0	0	0	0	0	1	1	2	0
A530064D06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530064N14Rik	1	6	2	12	7	2	4	6	3	4	8	2
A530065N20Rik	4	1	1	0	8	3	1	2	2	3	1	4
A530072M11Rik	30	39	45	47	35	28	35	31	36	56	35	42
A530076I17Rik	20	25	24	38	26	44	26	56	59	35	26	49
A530083I20Rik	215	242	203	213	139	152	156	140	155	183	137	153
A530083M17Rik	0	1	0	0	2	0	0	0	1	0	0	0
A530084C06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A530088E08Rik	0	0	0	1	1	0	0	0	0	1	0	4
A530095I07Rik	5	8	5	8	14	6	11	8	11	10	14	10
A630001G21Rik	2	3	2	2	16	19	10	14	10	18	11	21
A630001O12Rik	0	0	0	2	2	2	4	4	5	1	2	1
A630009H07Rik	0	1	0	1	2	2	2	3	2	2	1	2
A630010A05Rik	1	0	0	0	0	0	0	0	0	0	0	0
A630012P03Rik	0	1	0	1	0	1	0	2	1	2	1	0
A630014C17Rik	6	4	12	7	14	18	8	44	18	8	17	21
A630019I02Rik	2	0	0	0	0	0	0	0	0	1	0	0
A630023A22Rik	0	0	3	4	1	0	0	0	1	1	0	0
A630023P12Rik	4	10	10	10	25	15	15	24	23	17	17	14
A630031M04Rik	1	1	3	0	3	1	1	2	0	4	0	1
A630035G10Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630036G19Rik	0	4	0	2	4	6	2	4	3	8	0	0
A630050E04Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630052C17Rik	333	453	321	439	272	231	256	261	299	296	261	261
A630072L19Rik	1	4	3	0	0	4	1	3	0	2	1	3
A630072M18Rik	1	4	7	2	8	1	3	7	6	6	2	9
A630073D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630076J17Rik	5	12	6	18	11	11	11	13	11	13	14	14
A630081D01Rik	0	0	0	0	0	0	0	0	0	0	0	0
A630089N07Rik	197	289	205	251	192	160	193	165	243	253	196	189
A630091E08Rik	0	0	3	0	0	0	0	0	0	0	0	0
A630095N17Rik	20	24	22	27	5	1	4	8	11	8	7	17
A730004F24Rik	0	0	0	0	0	0	0	0	2	1	0	0
A730006G06Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730009L09Rik	21	32	33	59	69	61	57	55	88	59	56	76
A730011C13Rik	166	240	137	216	119	178	138	155	174	156	155	141
A730013G03Rik	1	3	4	9	2	11	8	4	5	3	4	8
A730017L22Rik	286	361	301	336	362	336	334	337	358	378	329	294
A730018C14Rik	0	1	0	1	0	0	1	0	1	1	0	1
A730020E08Rik	252	289	188	306	209	190	237	191	226	212	196	242
A730020M07Rik	10	0	10	2	11	5	6	10	15	9	9	21
A730032A03Rik	0	0	0	0	0	0	0	0	0	0	0	0
A730035I17Rik	66	91	55	79	65	68	55	63	72	81	64	73
A730036I17Rik	53	99	67	79	80	67	70	83	106	116	83	111
A730043L09Rik	0	0	1	0	0	1	0	3	0	2	1	1
A730045E13Rik	1	0	1	0	0	0	0	0	0	1	0	0
A730046J19Rik	1110	1288	1032	1382	1864	1342	1764	1599	2249	2040	1531	1918
A730049H05Rik	6	4	13	4	8	15	16	24	28	15	15	23
A730049N16Rik	0	0	0	3	3	0	3	0	0	5	3	1
A730056A06Rik	22	23	27	35	59	42	44	37	56	50	49	54
A730060N03Rik	42	34	32	44	59	58	52	84	97	86	64	86
A730061H03Rik	10	16	9	7	5	14	8	10	6	8	9	4
A730062M13Rik	1	0	0	0	1	4	0	1	0	3	1	1
A730063M14Rik	81	86	76	109	60	50	55	50	60	56	53	64
A730065G17Rik	3	5	2	6	4	4	9	11	7	6	4	5
A730071L15Rik	3	6	5	4	1	3	3	3	6	3	2	3
A730081D07Rik	53	63	64	72	76	43	53	65	59	73	66	66
A730082K24Rik	3	0	1	0	1	0	0	4	0	1	2	2
A730085E03Rik	0	0	1	0	1	1	2	1	2	1	1	0
A730085K08Rik	7	3	1	2	3	1	1	5	5	4	3	7
A730089K16Rik	3	2	3	2	9	3	0	6	5	6	3	2
A730090N16Rik	3	3	2	7	10	13	4	3	7	7	4	7
A730091E23Rik	7	16	11	16	22	26	10	17	23	15	15	16
A730094K22Rik	5	0	8	0	3	5	8	13	12	6	9	9
A730098A19Rik	6	4	6	4	9	5	6	1	6	8	3	4
A830005F24Rik	36	33	23	25	39	24	29	23	42	29	20	17
A830008E24Rik	9	8	9	11	5	11	10	6	14	11	8	11
A830009L08Rik	28	20	20	30	14	12	11	12	10	10	13	10
A830011K09Rik	1	0	0	3	3	0	1	5	4	3	1	2
A830012C17Rik	0	0	0	1	0	1	0	2	2	1	3	2
A830018L16Rik	120	147	96	137	203	126	210	176	271	191	159	241
A830019L24Rik	1	3	1	2	4	2	0	4	3	6	2	4
A830019P07Rik	72	103	97	127	218	148	173	167	255	183	153	232
A830021F12Rik	1	3	2	6	7	5	2	3	3	7	6	5
A830029E22Rik	0	1	1	0	0	0	1	0	1	1	0	0
A830031A19Rik	0	0	1	0	0	1	0	0	1	1	0	0
A830035A12Rik	0	0	0	1	0	1	0	0	1	1	1	1
A830035O19Rik	24	40	18	23	24	37	25	30	17	18	20	21
A830036E02Rik	34	38	41	62	71	66	49	50	68	63	47	47
A830052D11Rik	31	41	45	62	34	20	35	27	27	25	29	50
A830073O21Rik	6	14	10	16	28	13	17	26	19	15	11	20
A830082K12Rik	205	203	211	232	398	294	344	384	509	464	333	494
A830082N09Rik	834	984	793	1172	1213	976	1124	1256	1458	1325	977	1432
A830092H15Rik	8	21	6	11	21	16	14	14	21	14	18	19
A930001A20Rik	72	118	108	106	199	134	173	153	237	171	174	186
A930001C03Rik	2	6	5	1	6	8	9	7	10	15	6	6
A930001M01Rik	999	1239	889	1230	605	720	679	529	585	608	699	396
A930002C04Rik	40	34	27	44	21	26	22	26	30	27	25	33
A930002H02Rik	0	0	0	3	0	0	0	0	0	0	1	1
A930002H24Rik	8	7	16	13	10	11	4	6	3	6	14	9
A930002I21Rik	2	0	0	0	0	2	3	4	1	0	1	2
A930003A15Rik	914	1014	884	1351	266	292	412	269	287	323	333	309
A930003O13Rik	858	1129	792	1158	208	342	337	298	272	306	390	257
A930004D18Rik	886	1006	912	1079	447	406	504	471	466	527	477	516
A930004J17Rik	707	1016	643	907	401	524	419	359	442	561	416	427
A930005G22Rik	720	929	845	1058	358	456	438	393	397	465	393	520
A930005H10Rik	89	88	93	101	102	92	93	117	127	117	87	131
A930005N03Rik	160	258	141	229	12	21	33	35	9	17	32	17
A930006I01Rik	1646	1883	1677	2353	419	655	794	546	448	609	735	578
A930006K02Rik	36	19	33	37	42	48	44	43	51	61	31	45
A930006L05Rik	78	97	76	109	9	23	22	31	16	30	33	32
A930007A09Rik	146	210	137	207	57	88	84	72	77	91	95	95
A930007I19Rik	231	324	213	268	86	106	89	124	113	127	127	96
A930009A15Rik	76	65	55	83	143	87	136	141	214	133	103	172
A930012L18Rik	42	52	44	51	76	76	65	55	91	93	62	98
A930012O16Rik	10	17	12	15	17	11	8	13	18	18	10	19
A930014D07Rik	96	169	118	182	34	51	53	67	23	53	37	42
A930014E01Rik	1	3	3	1	4	3	4	1	2	1	1	0
A930014E10Rik	16	12	10	10	27	32	26	35	17	18	17	17
A930015D03Rik	47	52	43	43	29	34	24	28	26	35	43	35
A930015P04Rik	11	17	12	14	20	30	17	31	21	26	27	39
A930016O22Rik	135	161	123	171	162	169	146	177	154	206	147	143
A930017K11Rik	168	182	198	201	379	255	302	368	428	350	306	361
A930017M01Rik	390	441	426	488	687	586	558	679	782	712	558	727
A930018P22Rik	25	29	33	46	8	19	19	9	8	20	24	23
A930019D19Rik	15	18	13	17	13	11	12	11	13	13	12	10
A930023M06Rik	45	42	46	70	7	8	9	13	8	11	11	18
A930024E05Rik	284	435	308	439	328	333	326	303	373	338	323	324
A930027H12Rik	25	24	37	39	90	63	70	57	94	74	58	91
A930027P06Rik	9	21	27	23	6	13	9	10	20	10	20	16
A930028N01Rik	10	6	2	7	7	11	7	4	7	15	6	13
A930028O11Rik	4	4	7	7	2	4	6	4	1	6	7	1
A930029G22Rik	42	54	41	57	60	53	60	59	93	71	42	60
A930030B08Rik	460	676	414	637	103	178	141	148	110	192	188	124
A930031H19Rik	78	79	58	81	43	61	56	36	34	53	68	25
A930032L01Rik	8	5	2	1	7	2	5	8	6	4	7	7
A930033H14Rik	634	743	808	851	541	576	574	728	694	620	606	864
A930033M14Rik	1	8	1	9	0	3	1	0	1	2	2	5
A930035D04Rik	7	12	17	15	9	13	14	11	10	13	14	16
A930036I15Rik	14	15	12	32	51	30	27	27	47	31	15	37
A930036K24Rik	1604	2259	1515	2178	165	258	301	321	136	271	377	177
A930037H05Rik	211	246	200	220	142	150	145	160	168	183	136	194
A930038B10Rik	34	46	32	51	10	18	8	23	33	18	20	18
A930040O22Rik	38	56	36	50	56	45	29	32	53	65	41	34
A930041C12Rik	252	268	221	302	74	185	186	151	84	124	174	89
A930104D05Rik	0	4	0	2	2	1	3	0	1	6	3	4
AA386476	118	158	106	132	70	98	99	94	87	88	69	95
AA387200	7	5	4	7	15	16	13	18	15	13	11	11
AA387883	9	7	10	8	13	9	11	18	12	23	15	13
AA388235	99	88	82	115	141	100	89	125	133	125	102	117
AA413626	85	118	112	135	32	54	42	49	39	54	31	36
AA414768	180	201	221	232	302	229	292	341	373	282	242	358
AA414992	0	0	0	0	0	0	0	0	0	0	0	0
AA465934	174	264	214	227	105	95	115	111	110	124	112	115
AA467197	1	3	6	1	10	0	6	4	7	0	1	2
AA474408	61	77	80	63	60	51	44	60	61	62	32	39
AA536875	1	0	0	0	0	0	0	0	0	0	0	0
AA543401	0	0	0	0	1	0	0	1	0	0	0	0
AA545190	0	0	0	0	0	0	0	0	0	0	0	0
AA619741	0	0	0	0	0	0	0	0	0	0	0	0
AA623943	0	0	0	0	0	0	0	0	0	0	0	0
AA645442	0	0	1	0	0	0	0	0	0	0	0	0
AA672651	0	0	0	0	0	0	0	0	0	0	0	0
